execution,phase,year,month,day,hour,minute,second,ms
s03_01,start      ,2022,7,11,12,24,42,961
s03_01,stand_start,2022,7,11,12,24,44,304
s03_01,stand_end  ,2022,7,11,12,24,45,422
s03_01,turn1_start,2022,7,11,12,24,47,919
s03_01,turn1_end  ,2022,7,11,12,24,49,290
s03_01,turn2_start,2022,7,11,12,24,51,564
s03_01,turn2_end  ,2022,7,11,12,24,52,668
s03_01,sit_start  ,2022,7,11,12,24,52,668
s03_01,sit_end    ,2022,7,11,12,24,53,642
s03_01,end        ,2022,7,11,12,24,53,642
s03_02,start      ,2022,7,11,12,25,21,505
s03_02,stand_start,2022,7,11,12,25,23,291
s03_02,stand_end  ,2022,7,11,12,25,24,846
s03_02,turn1_start,2022,7,11,12,25,27,447
s03_02,turn1_end  ,2022,7,11,12,25,28,703
s03_02,turn2_start,2022,7,11,12,25,30,430
s03_02,turn2_end  ,2022,7,11,12,25,31,351
s03_02,sit_start  ,2022,7,11,12,25,31,351
s03_02,sit_end    ,2022,7,11,12,25,32,673
s03_02,end        ,2022,7,11,12,25,32,673
s03_03,start      ,2022,7,11,12,26,10,30
s03_03,stand_start,2022,7,11,12,26,11,1
s03_03,stand_end  ,2022,7,11,12,26,12,115
s03_03,turn1_start,2022,7,11,12,26,14,441
s03_03,turn1_end  ,2022,7,11,12,26,15,610
s03_03,turn2_start,2022,7,11,12,26,17,283
s03_03,turn2_end  ,2022,7,11,12,26,18,87
s03_03,sit_start  ,2022,7,11,12,26,18,87
s03_03,sit_end    ,2022,7,11,12,26,19,185
s03_03,end        ,2022,7,11,12,26,19,920
s03_04,start      ,2022,7,11,12,26,42,760
s03_04,stand_start,2022,7,11,12,26,43,730
s03_04,stand_end  ,2022,7,11,12,26,45,86
s03_04,turn1_start,2022,7,11,12,26,47,645
s03_04,turn1_end  ,2022,7,11,12,26,48,819
s03_04,turn2_start,2022,7,11,12,26,50,543
s03_04,turn2_end  ,2022,7,11,12,26,51,362
s03_04,sit_start  ,2022,7,11,12,26,51,362
s03_04,sit_end    ,2022,7,11,12,26,52,396
s03_04,end        ,2022,7,11,12,26,53,335
s03_05,start      ,2022,7,11,12,27,17,200
s03_05,stand_start,2022,7,11,12,27,17,785
s03_05,stand_end  ,2022,7,11,12,27,19,574
s03_05,turn1_start,2022,7,11,12,27,22,165
s03_05,turn1_end  ,2022,7,11,12,27,23,286
s03_05,turn2_start,2022,7,11,12,27,25,581
s03_05,turn2_end  ,2022,7,11,12,27,26,670
s03_05,sit_start  ,2022,7,11,12,27,26,670
s03_05,sit_end    ,2022,7,11,12,27,27,724
s03_05,end        ,2022,7,11,12,27,27,724
s03_06,start      ,2022,7,11,12,27,43,270
s03_06,stand_start,2022,7,11,12,27,44,658
s03_06,stand_end  ,2022,7,11,12,27,45,645
s03_06,turn1_start,2022,7,11,12,27,47,873
s03_06,turn1_end  ,2022,7,11,12,27,49,144
s03_06,turn2_start,2022,7,11,12,27,50,933
s03_06,turn2_end  ,2022,7,11,12,27,51,837
s03_06,sit_start  ,2022,7,11,12,27,51,837
s03_06,sit_end    ,2022,7,11,12,27,52,856
s03_06,end        ,2022,7,11,12,27,52,856
s03_07,start      ,2022,7,11,12,28,12,613
s03_07,stand_start,2022,7,11,12,28,13,766
s03_07,stand_end  ,2022,7,11,12,28,14,720
s03_07,turn1_start,2022,7,11,12,28,17,280
s03_07,turn1_end  ,2022,7,11,12,28,18,536
s03_07,turn2_start,2022,7,11,12,28,20,257
s03_07,turn2_end  ,2022,7,11,12,28,21,244
s03_07,sit_start  ,2022,7,11,12,28,21,244
s03_07,sit_end    ,2022,7,11,12,28,22,31
s03_07,end        ,2022,7,11,12,28,22,31
s03_08,start      ,2022,7,11,12,28,45,972
s03_08,stand_start,2022,7,11,12,28,46,674
s03_08,stand_end  ,2022,7,11,12,28,47,710
s03_08,turn1_start,2022,7,11,12,28,50,82
s03_08,turn1_end  ,2022,7,11,12,28,51,190
s03_08,turn2_start,2022,7,11,12,28,53,195
s03_08,turn2_end  ,2022,7,11,12,28,53,931
s03_08,sit_start  ,2022,7,11,12,28,53,931
s03_08,sit_end    ,2022,7,11,12,28,54,950
s03_08,end        ,2022,7,11,12,28,55,251
s03_09,start      ,2022,7,11,12,29,9,523
s03_09,stand_start,2022,7,11,12,29,10,710
s03_09,stand_end  ,2022,7,11,12,29,11,682
s03_09,turn1_start,2022,7,11,12,29,14,156
s03_09,turn1_end  ,2022,7,11,12,29,15,291
s03_09,turn2_start,2022,7,11,12,29,17,30
s03_09,turn2_end  ,2022,7,11,12,29,17,934
s03_09,sit_start  ,2022,7,11,12,29,17,934
s03_09,sit_end    ,2022,7,11,12,29,19,6
s03_09,end        ,2022,7,11,12,29,19,557
s03_10,start      ,2022,7,11,12,29,38,749
s03_10,stand_start,2022,7,11,12,29,39,450
s03_10,stand_end  ,2022,7,11,12,29,40,605
s03_10,turn1_start,2022,7,11,12,29,43,64
s03_10,turn1_end  ,2022,7,11,12,29,44,269
s03_10,turn2_start,2022,7,11,12,29,45,924
s03_10,turn2_end  ,2022,7,11,12,29,46,780
s03_10,sit_start  ,2022,7,11,12,29,46,780
s03_10,sit_end    ,2022,7,11,12,29,47,684
s03_10,end        ,2022,7,11,12,29,48,69
