execution,phase,year,month,day,hour,minute,second,ms
s20_01,start      ,2022,7,14,11,16,52,124
s20_01,stand_start,2022,7,14,11,16,52,442
s20_01,stand_end  ,2022,7,14,11,16,53,447
s20_01,turn1_start,2022,7,14,11,16,56,103
s20_01,turn1_end  ,2022,7,14,11,16,57,124
s20_01,turn2_start,2022,7,14,11,16,59,854
s20_01,turn2_end  ,2022,7,14,11,17,0,658
s20_01,sit_start  ,2022,7,14,11,17,0,658
s20_01,sit_end    ,2022,7,14,11,17,1,678
s20_01,end        ,2022,7,14,11,17,2,314
s20_02,start      ,2022,7,14,11,17,23,571
s20_02,stand_start,2022,7,14,11,17,24,124
s20_02,stand_end  ,2022,7,14,11,17,25,177
s20_02,turn1_start,2022,7,14,11,17,27,802
s20_02,turn1_end  ,2022,7,14,11,17,28,872
s20_02,turn2_start,2022,7,14,11,17,31,604
s20_02,turn2_end  ,2022,7,14,11,17,32,441
s20_02,sit_start  ,2022,7,14,11,17,32,441
s20_02,sit_end    ,2022,7,14,11,17,33,376
s20_02,end        ,2022,7,14,11,17,33,963
s20_03,start      ,2022,7,14,11,18,23,617
s20_03,stand_start,2022,7,14,11,18,24,991
s20_03,stand_end  ,2022,7,14,11,18,25,792
s20_03,turn1_start,2022,7,14,11,18,28,462
s20_03,turn1_end  ,2022,7,14,11,18,29,632
s20_03,turn2_start,2022,7,14,11,18,32,348
s20_03,turn2_end  ,2022,7,14,11,18,33,234
s20_03,sit_start  ,2022,7,14,11,18,33,234
s20_03,sit_end    ,2022,7,14,11,18,34,471
s20_03,end        ,2022,7,14,11,18,34,818
s20_04,start      ,2022,7,14,11,19,1,120
s20_04,stand_start,2022,7,14,11,19,1,706
s20_04,stand_end  ,2022,7,14,11,19,2,726
s20_04,turn1_start,2022,7,14,11,19,5,684
s20_04,turn1_end  ,2022,7,14,11,19,7,107
s20_04,turn2_start,2022,7,14,11,19,10,234
s20_04,turn2_end  ,2022,7,14,11,19,11,471
s20_04,sit_start  ,2022,7,14,11,19,11,471
s20_04,sit_end    ,2022,7,14,11,19,12,727
s20_04,end        ,2022,7,14,11,19,12,727
s20_05,start      ,2022,7,14,11,19,32,523
s20_05,stand_start,2022,7,14,11,19,33,42
s20_05,stand_end  ,2022,7,14,11,19,34,32
s20_05,turn1_start,2022,7,14,11,19,36,958
s20_05,turn1_end  ,2022,7,14,11,19,38,143
s20_05,turn2_start,2022,7,14,11,19,41,203
s20_05,turn2_end  ,2022,7,14,11,19,42,591
s20_05,sit_start  ,2022,7,14,11,19,42,591
s20_05,sit_end    ,2022,7,14,11,19,43,728
s20_05,end        ,2022,7,14,11,19,43,728
s20_06,start      ,2022,7,14,11,20,2,98
s20_06,stand_start,2022,7,14,11,20,2,684
s20_06,stand_end  ,2022,7,14,11,20,3,759
s20_06,turn1_start,2022,7,14,11,20,6,519
s20_06,turn1_end  ,2022,7,14,11,20,7,489
s20_06,turn2_start,2022,7,14,11,20,10,265
s20_06,turn2_end  ,2022,7,14,11,20,11,402
s20_06,sit_start  ,2022,7,14,11,20,11,402
s20_06,sit_end    ,2022,7,14,11,20,13,173
s20_06,end        ,2022,7,14,11,20,14,560
s20_07,start      ,2022,7,14,11,20,35,575
s20_07,stand_start,2022,7,14,11,20,36,726
s20_07,stand_end  ,2022,7,14,11,20,37,797
s20_07,turn1_start,2022,7,14,11,20,40,661
s20_07,turn1_end  ,2022,7,14,11,20,41,647
s20_07,turn2_start,2022,7,14,11,20,44,440
s20_07,turn2_end  ,2022,7,14,11,20,45,511
s20_07,sit_start  ,2022,7,14,11,20,45,511
s20_07,sit_end    ,2022,7,14,11,20,46,697
s20_07,end        ,2022,7,14,11,20,47,567
s20_08,start      ,2022,7,14,11,21,13,22
s20_08,stand_start,2022,7,14,11,21,13,758
s20_08,stand_end  ,2022,7,14,11,21,14,724
s20_08,turn1_start,2022,7,14,11,21,17,750
s20_08,turn1_end  ,2022,7,14,11,21,19,19
s20_08,turn2_start,2022,7,14,11,21,21,864
s20_08,turn2_end  ,2022,7,14,11,21,22,883
s20_08,sit_start  ,2022,7,14,11,21,22,883
s20_08,sit_end    ,2022,7,14,11,21,24,92
s20_08,end        ,2022,7,14,11,21,25,446
s20_09,start      ,2022,7,14,11,21,43,167
s20_09,stand_start,2022,7,14,11,21,43,629
s20_09,stand_end  ,2022,7,14,11,21,44,583
s20_09,turn1_start,2022,7,14,11,21,47,360
s20_09,turn1_end  ,2022,7,14,11,21,48,413
s20_09,turn2_start,2022,7,14,11,21,51,56
s20_09,turn2_end  ,2022,7,14,11,21,52,42
s20_09,sit_start  ,2022,7,14,11,21,52,42
s20_09,sit_end    ,2022,7,14,11,21,53,227
s20_09,end        ,2022,7,14,11,21,53,914
s20_10,start      ,2022,7,14,11,22,11,626
s20_10,stand_start,2022,7,14,11,22,12,27
s20_10,stand_end  ,2022,7,14,11,22,13,80
s20_10,turn1_start,2022,7,14,11,22,15,919
s20_10,turn1_end  ,2022,7,14,11,22,16,972
s20_10,turn2_start,2022,7,14,11,22,19,613
s20_10,turn2_end  ,2022,7,14,11,22,20,550
s20_10,sit_start  ,2022,7,14,11,22,20,550
s20_10,sit_end    ,2022,7,14,11,22,21,569
s20_10,end        ,2022,7,14,11,22,22,372
